Symbol,MA10,MA30,Volume,Avg_Volume,Change,Signal
DMN,0.1758,0.3548,108521300.0,13844350.0,-10.055869,0.0
DMN,0.1751,0.339867,5833600.0,14042620.0,0.621119,0.0
DMN,0.1731,0.326533,3295900.0,14013340.0,-7.407404,0.0
DMN,0.1688,0.3131,7093500.0,14613940.0,-16.000002,0.0
DMN,0.1636,0.300467,1574100.0,14551980.0,7.14286,0.0
DMN,0.1577,0.2882,2113200.0,14608180.0,-8.148153,0.0
DMN,0.1425,0.271167,304101000.0,44821880.0,-70.161289,1.0
DMN,0.1289,0.255233,227139300.0,67422570.0,8.108104,1.0
DMN,0.1146,0.238333,104285500.0,77682670.0,-19.999994,1.0
DMN,0.1006,0.2231,200058300.0,96401570.0,21.874997,0.0
DMN,0.089,0.208833,432532300.0,128802670.0,15.384618,0.0
DMN,0.0762,0.194033,314349700.0,159654280.0,-24.444443,0.0
DMN,0.0626,0.177733,590862000.0,218410890.0,-58.82353,1.0
DMN,0.0512,0.1618,399031200.0,257604660.0,-14.285716,1.0
DMN,0.0391,0.147267,831017400.0,340548990.0,16.666669,1.0
DMN,0.0282,0.134867,776312700.0,417968940.0,7.142851,0.0
DMN,0.0259,0.123333,293028900.0,416861730.0,-6.666662,0.0
DMN,0.0234,0.1137,442909200.0,438438720.0,7.142851,0.0
DMN,0.0214,0.106033,258751300.0,453885300.0,-19.999998,0.0
DMN,0.0187,0.099167,760700300.0,509949500.0,0.0,0.0
DMN,0.0146,0.093133,1.388326,605528880.0,-66.666665,0.0
DMN,0.0115,0.0876,1.083806,682474550.0,-25.000003,0.0
DMN,0.0105,0.082067,1.747199,798108290.0,33.333339,0.0
DMN,0.0097,0.076567,653384200.0,823543590.0,0.0,0.0
DMN,0.0086,0.070433,478982400.0,788340090.0,-25.000003,0.0
DMN,0.0074,0.064433,409386200.0,751647440.0,0.0,0.0
STSS,3.3363,3.0261,14400.0,54020.0,-5.194152,0.0
STSS,3.4067,3.041567,52200.0,56570.0,-10.79787,0.0
STSS,3.3577,3.011233,503400.0,104610.0,-35.599284,0.0
STSS,3.28,2.979567,222600.0,124360.0,-9.722224,0.0
STSS,3.162,2.956567,5387500.0,650180.0,5.1282,0.0
STSS,3.01,2.931567,392700.0,679920.0,-1.951218,0.0
STSS,2.856,2.905067,238100.0,698640.0,-3.980102,0.0
STSS,2.702,2.879733,109100.0,707090.0,3.108812,0.0
STSS,2.523,2.848067,98300.0,711460.0,3.517585,0.0
STSS,2.3254,2.817067,70200.0,708850.0,-3.398055,0.0
STSS,2.1534,2.7884,101600.0,717570.0,2.51256,0.0
STSS,2.03,2.7632,55200.0,717870.0,3.921565,0.0
STSS,2.02,2.7332,41600.0,671690.0,-2.830186,0.0
STSS,2.022,2.692533,69700.0,656400.0,-4.368928,0.0
STSS,2.006,2.6582,39000.0,121550.0,-4.060916,1.0
STSS,1.993,2.6229,61300.0,88410.0,-0.5291,1.0
STSS,1.985,2.5909,22000.0,66800.0,-1.595743,1.0
STSS,1.987,2.567567,34800.0,59370.0,8.648647,0.0
STSS,1.982,2.543567,69300.0,56470.0,0.0,0.0
STSS,1.98,2.515567,32800.0,52730.0,-1.990048,1.0
STSS,1.979,2.489567,108200.0,53390.0,3.045682,1.0
STSS,1.973,2.4699,45800.0,52450.0,1.477831,1.0
STSS,1.978,2.4519,37700.0,52060.0,2.427182,1.0
STSS,2.003,2.435,32000.0,48290.0,5.213277,0.0
STSS,2.034,2.400667,43400.0,48730.0,-0.9009,0.0
STSS,2.069,2.357333,27600.0,45360.0,1.363635,0.0
STSS,2.097,2.312667,97800.0,52940.0,-4.484301,0.0
STSS,2.102,2.263667,13700.0,50830.0,-3.286393,0.0
STSS,2.103,2.202667,45900.0,48490.0,-1.941746,0.0
STSS,2.1,2.135133,18500.0,47060.0,-3.960392,0.0
STSS,2.088,2.073467,45200.0,40760.0,-1.546396,0.0
STSS,2.07,2.024333,27800.0,38960.0,-1.570679,0.0
STSS,2.044,2.014,20500.0,37240.0,-1.595743,0.0
STSS,2.01,2.011667,18800.0,35920.0,1.62162,0.0
STSS,1.978,2.006,14400.0,33020.0,0.0,0.0
STSS,1.929,1.997,145100.0,44770.0,-7.446808,0.0
STSS,1.881,1.987667,144500.0,49440.0,-5.172416,0.0
STSS,1.821,1.97,135700.0,61640.0,-11.515148,0.0
STSS,1.6656,1.916867,21076800.0,2164730.0,-68.082193,0.0
STSS,1.5094,1.863133,10063500.0,3169230.0,-18.88412,0.0
STSS,1.3589,1.808633,5932300.0,3757940.0,7.14286,0.0
STSS,1.21,1.751,4045900.0,4159750.0,-3.45679,0.0
STSS,1.0569,1.692967,5601500.0,4717850.0,-18.414321,1.0
STSS,0.9002,1.637733,3458700.0,5061840.0,-1.880882,1.0
STSS,0.7488,1.586933,13132100.0,6373610.0,16.932909,0.0
STSS,0.6122,1.536733,2993600.0,6658460.0,2.185797,0.0
STSS,0.4803,1.4861,1868300.0,6830840.0,-11.497329,1.0
STSS,0.3686,1.430533,1859300.0,7003200.0,3.625376,1.0
STSS,0.3542,1.374267,1531600.0,5048680.0,-6.122448,1.0
STSS,0.3537,1.321033,6898900.0,4732220.0,15.838509,0.0
STSS,0.3497,1.265533,4996400.0,4638630.0,-2.144768,0.0
STSS,0.3456,1.208533,2218800.0,4455920.0,-4.109593,1.0
STSS,0.3522,1.151033,3588600.0,4254630.0,9.999999,0.0
STSS,0.3568,1.089,2130500.0,4121810.0,-6.753245,0.0
STSS,0.3721,1.032967,76268200.0,10435420.0,44.568244,0.0
STSS,0.3703,0.9705,10703100.0,11206370.0,-31.406549,0.0
STSS,0.3705,0.9106,5358800.0,11555420.0,-6.460675,0.0
STSS,0.3642,0.851267,3636500.0,11733140.0,-15.915917,0.0
STSS,0.3652,0.795,7735700.0,12353550.0,18.571424,0.0
STSS,0.3583,0.740467,2043600.0,11868020.0,-8.433734,0.0
STSS,0.3503,0.6863,1858100.0,11554190.0,-6.249998,0.0
STSS,0.3443,0.6333,2007500.0,11533060.0,1.754384,0.0
STSS,0.3332,0.580767,1509000.0,11325100.0,-5.517242,1.0
STSS,0.3251,0.527367,1346200.0,11246670.0,1.459857,1.0
STSS,0.2995,0.473467,4694700.0,4089320.0,-5.395678,1.0
STSS,0.2936,0.425367,19949000.0,5013910.0,12.927748,0.0
STSS,0.3043,0.385033,593061400.0,63784170.0,48.148152,0.0
STSS,0.3122,0.348333,17431300.0,65163650.0,-18.409091,0.0
STSS,0.3089,0.342767,5211000.0,64911180.0,-16.713093,1.0
STSS,0.3155,0.3425,66125100.0,71319330.0,23.745823,0.0
STSS,0.3209,0.3403,7823400.0,71915860.0,-8.378383,0.0
STSS,0.3249,0.338267,3177800.0,72032890.0,-2.65486,0.0
STSS,0.3321,0.339167,5556000.0,72437590.0,4.848476,0.0
STSS,0.3361,0.339333,1949000.0,72497870.0,-8.092485,0.0
STSS,0.3354,0.335667,6831100.0,72711510.0,-19.496849,0.0
STSS,0.3275,0.330467,3303300.0,71046940.0,-14.843756,0.0
STSS,0.3006,0.325133,6985900.0,12439390.0,-21.559629,0.0
STSS,0.2803,0.3189,4827600.0,11179020.0,-8.77193,0.0
STSS,0.2675,0.313867,8107100.0,11468630.0,9.615385,0.0
STSS,0.2458,0.306533,5169700.0,5373090.0,-10.526319,0.0
STSS,0.2161,0.295767,214434000.0,26034150.0,-72.549019,0.0
STSS,0.1861,0.2851,104629800.0,36179350.0,-28.571429,0.0
STSS,0.1542,0.273167,348000900.0,70423840.0,-9.999996,0.0
STSS,0.1254,0.2622,189096600.0,89138600.0,11.111106,0.0
STSS,0.1026,0.245833,58714800.0,94326970.0,-6.666662,0.0
STSS,0.0834,0.234833,42315700.0,98228210.0,-7.142858,0.0
STSS,0.0683,0.2244,76759900.0,105205610.0,-23.076926,0.0
STSS,0.0544,0.215633,78743400.0,112597190.0,-14.999993,1.0
STSS,0.0387,0.205033,94896300.0,121276110.0,-17.647061,1.0
STSS,0.0252,0.1955,1.625347,283293800.0,28.571419,1.0
STSS,0.0235,0.186833,653021600.0,327152560.0,38.888897,1.0
STSS,0.0248,0.1786,995477300.0,416237310.0,72.000003,0.0
STSS,0.0253,0.170533,163854600.0,397822680.0,-25.581394,0.0
STSS,0.025,0.162167,105594600.0,389472480.0,-15.625002,0.0
STSS,0.0254,0.154467,391799200.0,422780920.0,18.518521,0.0
FMTO,8.0607,8.064767,2200.0,4760.0,0.937498,0.0
FMTO,8.0567,8.0631,1300.0,4550.0,-0.92879,0.0
FMTO,8.0567,8.061433,1400.0,3560.0,0.625002,0.0
FMTO,8.0552,8.0586,2600.0,3660.0,-0.62112,0.0
FMTO,8.0375,8.058933,700.0,3330.0,0.250006,0.0
FMTO,8.0405,8.059233,1000.0,3260.0,0.124679,0.0
FMTO,8.0485,8.056567,5700.0,1900.0,0.622667,0.0
FMTO,8.0475,8.051233,1300.0,1860.0,-0.990098,0.0
FMTO,8.0305,8.0529,1500.0,1830.0,0.625002,0.0
FMTO,8.0605,8.0629,16400.0,3410.0,3.10559,0.0
FMTO,8.0552,8.061967,3200.0,3510.0,-3.349396,0.0
FMTO,8.0616,8.0601,1300.0,3510.0,0.523558,0.0
FMTO,8.0636,8.061867,1500.0,3520.0,0.074399,0.0
FMTO,8.0636,8.0566,3000.0,3560.0,-0.867406,0.0
FMTO,8.0596,8.052433,15700.0,5060.0,-0.25,1.0
FMTO,8.0466,8.046767,3200.0,5280.0,-1.002505,1.0
FMTO,8.0196,8.039433,1200.0,4830.0,-1.139242,0.0
FMTO,8.0686,8.055767,2000.0,4900.0,8.706784,0.0
FMTO,8.0936,8.0591,5500.0,5300.0,-2.237922,0.0
FMTO,8.0406,8.051433,6800.0,4340.0,-6.385545,0.0
FMTO,8.0384,8.051433,8100.0,4830.0,2.960103,0.0
FMTO,8.027,8.048433,7000.0,5400.0,-0.625002,0.0
FMTO,8.008,8.042767,63200.0,11570.0,-0.880499,0.0
FMTO,8.0023,8.040367,149800.0,26250.0,0.799489,0.0
FMTO,7.9453,8.014133,509500.0,75630.0,-6.710311,0.0
FMTO,7.7763,7.954467,103600.0,85670.0,-16.19433,0.0
FMTO,7.4953,7.854467,89700.0,94520.0,-19.484703,0.0
FMTO,7.1333,7.7498,21400.0,96460.0,-2.600002,0.0
FMTO,6.7373,7.620467,38600.0,99770.0,-10.882952,1.0
FMTO,6.3823,7.494467,12300.0,100320.0,-2.764985,1.0
FMTO,6.0213,7.371633,13000.0,100810.0,4.028438,0.0
FMTO,5.6843,7.257633,14200.0,101530.0,4.32802,0.0
FMTO,5.3403,7.1373,6600.0,95870.0,-3.056766,0.0
FMTO,4.996,7.020633,22300.0,83120.0,1.35135,0.0
FMTO,4.685,6.896633,9800.0,33150.0,-4.44444,0.0
FMTO,4.485,6.7693,20400.0,24830.0,-2.093027,0.0
FMTO,4.384,6.632967,15900.0,17450.0,-5.225654,0.0
FMTO,4.317,6.5063,38500.0,19160.0,5.263153,0.0
FMTO,4.28,6.3703,43600.0,19660.0,-5.476186,0.0
FMTO,4.229,6.2173,9600.0,19390.0,-6.549118,0.0
FMTO,4.136,6.065233,9800.0,19070.0,-6.738544,0.0
FMTO,4.028,5.9131,14200.0,19070.0,1.156068,0.0
FMTO,3.944,5.7641,5500.0,18960.0,2.85714,0.0
FMTO,3.834,5.610767,6300.0,17360.0,-5.55555,0.0
FMTO,3.7505,5.460267,16600.0,18040.0,1.911759,0.0
FMTO,3.6585,5.3066,3800.0,16380.0,-5.050504,0.0
FMTO,3.5915,5.156933,18300.0,16620.0,0.911853,0.0
FMTO,3.4969,4.9824,27400.0,15510.0,-1.987951,1.0
FMTO,3.4163,4.8112,4800.0,11630.0,-2.765824,1.0
FMTO,3.3823,4.664533,30700.0,13740.0,6.510741,0.0
FMTO,3.3873,4.514867,81200.0,20880.0,4.154306,0.0
FMTO,3.4053,4.372533,23800.0,21840.0,4.843307,0.0
FMTO,3.3796,4.2213,10200.0,22310.0,-9.157612,1.0
FMTO,3.3767,4.0689,8500.0,22530.0,0.837575,1.0
FMTO,3.3881,3.9412,6200.0,21490.0,6.170274,1.0
FMTO,3.4111,3.851533,9800.0,22090.0,-1.648506,1.0
FMTO,3.4368,3.8041,87600.0,29020.0,1.619316,1.0
FMTO,3.6394,3.817767,38246400.0,3850920.0,47.609739,1.0
FMTO,3.925,3.873767,894200.0,3939860.0,14.015147,0.0
FMTO,4.149,3.9201,223400.0,3959130.0,-6.810629,0.0
FMTO,4.362,3.961767,37800.0,3954790.0,0.534755,0.0
FMTO,4.441,3.9581,42600.0,3956670.0,-20.744683,0.0
FMTO,4.5437,3.955767,80000.0,3963650.0,-2.237134,0.0
FMTO,4.6446,3.951767,6900.0,3963490.0,0.228838,0.0
FMTO,4.6597,3.932767,42100.0,3967080.0,-14.840184,0.0
FMTO,4.6828,3.917467,96300.0,3975730.0,0.563,0.0
FMTO,4.6531,3.8938,41000.0,3971070.0,-12.556651,0.0
FMTO,4.4421,3.859467,12600.0,147690.0,-3.353655,0.0
FMTO,4.1311,3.824133,93300.0,67600.0,-8.201892,0.0
FMTO,3.7731,3.768133,83100.0,53570.0,-30.240553,1.0
FMTO,3.4291,3.726133,36700.0,53460.0,8.374388,0.0
FMTO,3.2071,3.684467,32700.0,52470.0,2.272725,0.0
FMTO,2.9901,3.6378,70000.0,51470.0,-2.22222,0.0
FMTO,2.7471,3.589467,36500.0,54430.0,-11.363636,0.0
FMTO,2.5412,3.529667,59300.0,56150.0,-14.307694,0.0
FMTO,2.3271,3.473667,10100.0,47530.0,-3.650508,0.0
FMTO,2.1421,3.410667,78400.0,51270.0,-11.180128,0.0
FMTO,1.9621,3.347867,67200.0,56730.0,-4.1958,0.0
FMTO,1.8171,3.291067,37300.0,51130.0,6.569345,0.0
FMTO,1.7501,3.224067,376400.0,80460.0,-6.849317,0.0
FMTO,1.6676,3.1529,41300.0,80920.0,1.10294,0.0
FMTO,1.5646,3.0709,81000.0,85750.0,-11.272725,0.0
FMTO,1.4646,2.999467,21200.0,80870.0,-1.639343,0.0
FMTO,1.3506,2.9141,310200.0,108240.0,-32.500002,0.0
FMTO,1.2574,2.819433,32100.0,105520.0,-8.76543,1.0
FMTO,1.1589,2.722933,85900.0,113100.0,-15.426254,0.0
FMTO,1.0711,2.6221,105300.0,115790.0,-11.680002,0.0
FMTO,1.2151,2.539767,9398600.0,1048930.0,409.057973,0.0
FMTO,1.0745,2.3409,395607900.0,40605990.0,-98.078292,0.0
FMTO,0.9421,2.1551,202290500.0,60797400.0,-33.333338,0.0
FMTO,0.8079,1.9682,173095700.0,78102840.0,-8.33333,0.0
FMTO,0.6892,1.8203,93926600.0,87487400.0,0.0,0.0
FMTO,0.5728,1.675833,158644500.0,103349730.0,9.090905,0.0
FMTO,0.4948,1.530833,86001800.0,111918890.0,-16.666665,0.0
FMTO,0.4228,1.407133,198396100.0,131755290.0,-36.666667,0.0
RTC,9.16,8.406,25500.0,52560.0,0.105935,0.0
RTC,9.197,8.461333,32100.0,43540.0,0.0,0.0
RTC,9.242,8.515333,30700.0,35070.0,-2.53968,0.0
RTC,9.245,8.573,32200.0,31460.0,0.65147,0.0
RTC,9.27,8.627,29800.0,31150.0,-0.215755,0.0
RTC,9.198,8.649667,29600.0,30950.0,-8.54054,0.0
RTC,9.077,8.648333,35700.0,31360.0,-6.973997,0.0
RTC,8.859,8.611667,27000.0,31030.0,-10.546378,0.0
RTC,8.545,8.541333,20400.0,29870.0,-14.630678,0.0
RTC,8.152,8.453667,35300.0,29830.0,-8.319467,0.0
RTC,7.687,8.348667,23000.0,29580.0,-12.885663,0.0
RTC,7.099,8.204,32600.0,29630.0,-25.625004,0.0
RTC,6.522,8.053333,97000.0,36260.0,-3.641453,0.0
RTC,5.935,7.902667,101200.0,43160.0,-1.16279,0.0
RTC,5.325,7.742667,49400.0,45120.0,-7.352941,1.0
RTC,4.804,7.584667,38200.0,45980.0,3.1746,1.0
RTC,4.347,7.425333,32600.0,45670.0,1.53846,1.0
RTC,4.057,7.298,60300.0,49000.0,25.454543,0.0
RTC,3.832,7.144667,116000.0,58560.0,-9.178741,0.0
RTC,3.639,6.970667,40600.0,59090.0,-4.787236,0.0
RTC,3.525,6.790667,39500.0,60740.0,2.234641,0.0
RTC,3.529,6.608333,27400.0,60220.0,-1.366125,0.0
RTC,3.52,6.428,7000.0,51220.0,-7.202216,0.0
RTC,3.473,6.217667,203900.0,61490.0,-12.537309,0.0
RTC,3.458,6.017667,70500.0,63600.0,2.389076,0.0
RTC,3.406,5.802667,60900.0,65870.0,-8.999999,0.0
RTC,3.311,5.578333,69900.0,69600.0,-13.919418,0.0
RTC,3.127,5.347667,85800.0,72150.0,-2.127658,0.0
RTC,2.966,5.114333,33600.0,63910.0,-6.521733,0.0
RTC,2.822,4.871,59000.0,65750.0,-0.465116,0.0
RTC,2.676,4.629333,53500.0,67150.0,2.803736,0.0
RTC,2.52,4.382667,38000.0,68210.0,-6.818186,0.0
RTC,2.379,4.140333,20400.0,69550.0,-5.365849,0.0
RTC,2.265,3.891,164900.0,65650.0,-7.731963,0.0
RTC,2.139,3.640667,179800.0,76580.0,-2.793293,0.0
RTC,2.03,3.413333,104400.0,80930.0,-5.747128,0.0
RTC,1.952,3.203333,463000.0,120240.0,-4.268289,0.0
RTC,1.839,3.007667,404200.0,152080.0,-25.477712,0.0
RTC,1.733,2.843667,341300.0,182850.0,-6.837601,0.0
RTC,1.61,2.690333,4289600.0,605910.0,-16.513762,0.0
RTC,1.478,2.559667,569300.0,657490.0,-3.296707,0.0
RTC,1.359,2.469333,737500.0,727440.0,-2.272725,0.0
RTC,1.241,2.38,1212100.0,846610.0,-11.62791,0.0
RTC,1.129,2.289,963700.0,926490.0,-11.842102,1.0
RTC,1.023,2.206667,863100.0,994820.0,1.492536,0.0
RTC,0.928,2.121333,2140300.0,1198410.0,1.470587,0.0
RTC,0.844,2.035667,1607700.0,1312880.0,5.797105,0.0
RTC,0.791,1.919,1237200.0,1396180.0,-12.328771,0.0
RTC,0.747,1.815333,1353100.0,1497360.0,1.562499,0.0
RTC,0.717,1.716333,935800.0,1161980.0,-6.153841,0.0
RTC,0.693,1.615667,770600.0,1182110.0,4.918028,0.0
RTC,0.666,1.515,7755300.0,1883890.0,-7.812502,0.0
RTC,0.647,1.422333,1325500.0,1895230.0,-3.389827,0.0
RTC,0.632,1.342,1009700.0,1899830.0,-8.771932,1.0
RTC,0.61,1.257333,1393600.0,1952880.0,-11.538457,1.0
RTC,0.595,1.184333,28654600.0,4604310.0,17.391307,0.0
RTC,0.584,1.126667,14056600.0,5849200.0,14.814811,0.0
RTC,0.572,1.067333,2858900.0,6011370.0,-16.129036,0.0
RTC,0.556,1.012,1905600.0,6066620.0,-5.769225,0.0
RTC,0.535,0.954,2399000.0,6212940.0,-18.367347,0.0
RTC,0.513,0.894667,2184900.0,6354370.0,4.999995,0.0
RTC,0.493,0.839333,1282000.0,5707040.0,-7.142858,1.0
RTC,0.471,0.786333,1785900.0,5753080.0,-10.256408,1.0
RTC,0.454,0.738333,590500.0,5711160.0,0.0,0.0
RTC,0.451,0.694667,5531900.0,6124990.0,22.857147,0.0
RTC,0.439,0.654,1608000.0,3420330.0,-2.325586,0.0
RTC,0.412,0.613333,1229400.0,2137610.0,-16.666665,0.0
RTC,0.393,0.585333,695200.0,1921240.0,-5.71428,0.0
RTC,0.378,0.560333,568400.0,1787520.0,3.0303,0.0
RTC,0.368,0.54,815800.0,1629200.0,-11.764703,1.0
RTC,0.356,0.520667,696100.0,1480320.0,0.0,1.0
RTC,0.351,0.503333,1032800.0,1455400.0,13.33333,0.0
RTC,0.348,0.488667,235900.0,1300400.0,-5.882356,0.0
RTC,0.346,0.477333,438300.0,1285180.0,3.125006,0.0
RTC,0.333,0.464667,1104200.0,842410.0,-9.090909,1.0
RTC,0.323,0.452333,714800.0,753090.0,6.66666,0.0
RTC,0.32,0.438667,412900.0,671440.0,0.0,0.0
RTC,0.319,0.428,225900.0,624510.0,0.0,0.0
RTC,0.316,0.416667,219600.0,589630.0,-3.124997,0.0
RTC,0.316,0.406333,139700.0,522020.0,-3.225803,0.0
RTC,0.312,0.393667,389100.0,491320.0,-13.33334,0.0
RTC,0.299,0.381,379400.0,425980.0,-19.230769,1.0
RTC,0.289,0.369333,230800.0,425470.0,4.761907,0.0
RTC,0.279,0.359667,314700.0,413110.0,4.545457,0.0
RTC,0.272,0.352,313800.0,334070.0,0.0,0.0
RTC,0.26,0.340667,382300.0,300820.0,-13.043479,0.0
RTC,0.248,0.326667,240400.0,283570.0,0.0,0.0
RTC,0.236,0.316,239900.0,284970.0,0.0,0.0
RTC,0.226,0.306667,412100.0,304220.0,4.999995,1.0
RTC,0.217,0.300333,161700.0,306420.0,0.0,1.0
RTC,0.212,0.293333,74900.0,275000.0,0.0,0.0
RTC,0.214,0.288,578800.0,294940.0,9.523815,1.0
RTC,0.215,0.284,175400.0,289400.0,0.0,0.0
RTC,0.214,0.279667,5847100.0,842640.0,-4.347828,0.0
RTC,0.228,0.277667,187018400.0,19513100.0,68.181821,0.0
ADGM,2.5325,2.674133,12800.0,132330.0,4.705887,0.0
ADGM,2.4795,2.663133,63300.0,96290.0,-7.490638,0.0
ADGM,2.4535,2.652467,18800.0,84190.0,0.0,0.0
ADGM,2.4395,2.639133,41400.0,78570.0,-6.882594,0.0
ADGM,2.4645,2.624133,27600.0,56510.0,-2.173911,1.0
ADGM,2.4665,2.6108,28100.0,50510.0,2.22222,0.0
ADGM,2.4535,2.592133,53900.0,49020.0,1.739129,0.0
ADGM,2.4345,2.580467,35600.0,38990.0,2.99146,0.0
ADGM,2.408,2.564467,23900.0,33710.0,-3.734446,0.0
ADGM,2.3675,2.5435,30700.0,33610.0,-7.543102,0.0
ADGM,2.3025,2.520833,9700.0,33300.0,-5.827506,0.0
ADGM,2.2385,2.491333,19800.0,28950.0,-9.405938,0.0
ADGM,2.1765,2.462667,12100.0,28280.0,1.092895,0.0
ADGM,2.1165,2.422,46200.0,28760.0,-8.108107,0.0
ADGM,2.0755,2.394667,36500.0,29650.0,8.235293,0.0
ADGM,2.0105,2.359667,284100.0,55250.0,-10.32609,0.0
ADGM,1.8855,2.312333,4838400.0,533700.0,-33.939391,0.0
ADGM,1.7416,2.258033,361400.0,566280.0,-10.917432,1.0
ADGM,1.6156,2.213367,1142400.0,678130.0,9.165801,0.0
ADGM,1.5061,2.170033,340300.0,709090.0,-0.943395,1.0
ADGM,1.4061,2.080367,370600.0,745180.0,-2.85714,1.0
ADGM,1.3281,2.015367,1639500.0,907150.0,2.941174,1.0
ADGM,1.2601,1.963367,10955300.0,2001470.0,11.428572,0.0
ADGM,1.2021,1.919367,563900.0,2053240.0,-4.2735,0.0
ADGM,1.1401,1.893367,494900.0,2099080.0,8.928574,0.0
ADGM,1.0861,1.854367,968800.0,2167550.0,-9.016394,0.0
ADGM,1.0776,1.805533,669100.0,1750620.0,-9.459461,0.0
ADGM,1.0758,1.750633,348700.0,1749350.0,-5.174128,0.0
ADGM,1.0588,1.694133,296200.0,1664730.0,-6.610705,0.0
ADGM,1.0421,1.638567,170300.0,1647730.0,-0.786513,0.0
ADGM,1.0244,1.577667,121800.0,1622850.0,-4.530014,0.0
ADGM,1.0017,1.522767,309600.0,1489860.0,-2.372477,0.0
ADGM,0.9622,1.466267,235400.0,417870.0,-5.832325,1.0
ADGM,0.9252,1.4146,106400.0,372120.0,-3.225803,1.0
ADGM,0.8851,1.3669,355200.0,358150.0,9.200001,1.0
ADGM,0.8662,1.320933,159600.0,277230.0,12.454212,1.0
ADGM,0.8667,1.2766,168800.0,227200.0,9.663408,0.0
ADGM,0.8696,1.229,157200.0,208050.0,-2.772277,0.0
ADGM,0.8816,1.185333,83300.0,186760.0,2.851324,1.0
ADGM,0.8943,1.1475,58200.0,175550.0,0.0,1.0
ADGM,0.91,1.1135,75400.0,170910.0,-0.990098,1.0
ADGM,0.9447,1.0915,622500.0,202200.0,16.999996,0.0
ADGM,0.9912,1.071167,861400.0,264800.0,5.982911,0.0
ADGM,1.0332,1.0535,165300.0,270690.0,-5.645165,0.0
ADGM,1.0613,1.028833,126900.0,247860.0,-5.9829,0.0
ADGM,1.0772,1.009833,75200.0,239420.0,-1.81818,0.0
ADGM,1.0912,1.011833,124100.0,234950.0,6.481475,0.0
ADGM,1.097,1.014133,105300.0,229760.0,-9.565219,1.0
ADGM,1.109,1.016467,98100.0,231240.0,8.65385,1.0
